样本索引,文本,标注标签,情感得分,是否噪声,噪声类型
4648,真的不是很好用。一会一会卡机 死机的。在阳光足的地方根本照不到什么  但都是勉强能用。 说邮寄过去修理再给我返货。里外里需要一周以上。 这个好评明显是有水分的！ 买家小心,0.0,1,True,正向文本标负向
4655,由于是直邮说不给退货，但出现了一些状况，主要是买回来六罐全部是胀气锡纸鼓鼓的，其实我不太满意，虽然客服解释说是温度或气压原因，但以前多次购买也没有买过胀气的奶粉，怀疑是质量有问题，但是也没办法，只能自认倒霉，还是大人吃吧，也不敢给孩子吃啊，现在奶粉质量问题想想都头痛。,0.0,1,True,正向文本标负向
4658,不知道怎么评价，只能说皮太硬了不好，单肩还可以，双肩背肩带会老掉，不怎么好的样子，两分是给款式的，因为真心喜欢这样的包包,0.0,1,True,正向文本标负向
4669,"送货速度不错,不过质量不是很好,味道大难闻.",0.0,1,True,正向文本标负向
4689,好是好，就是颜色上有点差别,0.0,2,True,正向文本标负向
4691,为什么0京豆，现在对京东越来越不满意。京豆嚒一定要1000整数，才能用。东西么还有假的。,0.0,1,True,正向文本标负向
4706,感觉一般，用完后很潮湿，没广告说的那么好，现在改用花王的了。效果比这好多了，最起码用完不潮湿，很干爽。,0.0,1,True,正向文本标负向
4728,不是很好，写的错别字也多,0.0,1,True,正向文本标负向
4732,不对称 不是很好,0.0,1,True,正向文本标负向
4749,商品不太符合上面所说的！好像是二手货来的！上面镜片全部都已刮花！不满意！！,0.0,1,True,正向文本标负向
4771,衣服样式很好。防辐射吗？不防，把手机包里好几层，信号杠杠强！没发现防辐射。。。。。。。。。,0.0,1,True,正向文本标负向
4818,书很好，送货人员态度很差，拒绝上楼，抱怨家人要求高，还要求我每件物品下一个订单，他好多拿提成，难道我不用多付运费吗？小城市还是减少京东购买次数吧。,0.0,1,True,正向文本标负向
4832,作为京东商城的客户，很不理解你们是怎么对待客户的反馈的。\n我的订单在5月底完成，6月初收到货物。当时发票未与货物同时发送，后来多次与京东客服打电话咨询发票事宜，我记得打电话的次数应该不低于五六次了，给我的结果如下；\n发票已经开好，马上就安排邮寄；\n发票已经邮寄；\n不好意思发票开错了，需要重新开；\n发票已经转给相关部门开具，到时会邮寄；\n............\n种种理由也算了，但将近两个月了，至今未收到发票。\n不知道京东作为这么大的企业，有没有相关的管理制度，又是如何去管理相关的部门的。\n我更想问一下，客户反馈的问题，京东是否能够认真对待？\n是不是每一次反馈对你们仅仅是耳旁风？\n,0.0,1,True,正向文本标负向
4834,唉，说来话长：买书，店家光盘未发，并且，只能退货，或者补5-7元差价，不能补发光盘，我承担运费都不补发。我是收到货后，没注意光盘，发现少了光盘后，联系店铺客服，的客服说：只能退货，换货，补差价，不能补发光盘。我告诉客服书已经用过了，然后客服就不理人了，连续2天不理人，直到我要求京东客服介入，要求京东客服介入后，大约2个小时，店铺客服主动打电话给我，叫我退货，并且运费有他们承担。这里要给京东客服一个&ldquo;赞&rdquo;。还有，我是2本书一起买了，但这本书是主要的。另一本是附带了，但是店铺客服，只退这一本，意思就是：我多花一个运费，买了一本无关紧要的书回来！所以，差评！,0.0,1,True,正向文本标负向
4838,"还行,就是价格有点贵",1.0,-1,True,负向文本标正向
4866,一点效果都没有，穿上也不舒服，以后不会再来了,0.0,1,True,正向文本标负向
4876,冰柜收到已近一个月，试机1天就发现，玻璃门关不严，漏好大的缝隙，漏缝处严重结霜，甚至第二天一早门都打开不了，我是门店用的，现在很不方便。多次提出退换货，商家迟迟不予解决，郁闷啊！,0.0,1,True,正向文本标负向
4892,都是一些很一般的设计，文字内容全无，及其不推荐。\n\n适合从没接触过vi的小朋友看个热闹或者叠飞机用,0.0,1,True,正向文本标负向
4915,美的东西挺好！具体省不省电还有待验证@客服态度爱答不理！尤其货运简直是恶劣！头天预约好送货！骗我一下午时间！！后来不接电话@第二天给我吧 那么重的热水器扔小区路中间跑了！简直是最不好的一次购物体验！京东第三方不是一般的差@本地的售后师傅安装不是很熟练！@估计是装的少@,0.0,1,True,正向文本标负向
4929,这次购物是我对京东最失望的一次，可能是以前都太好了！包装粗糙，像二手货似的！不过鉴于相信京东只卖正品的情况，还勉强可以接受，可内心已经划减分了！,1.0,-2,True,负向文本标正向
4958,衣服好像旧的，有许多折子，没有想像中那样好，总结看到衣服心情不舒服,0.0,2,True,正向文本标负向
4979,下单后第二天就显示发货了，其实因缺货还没法，到第三天催才发货，下单到拿到后已经是第七天的事情了，网购以来第一次这么久才收到后，物流太不给力了，客服的态度也不好。看起来不是很好的感觉。,0.0,1,True,正向文本标负向
5017,东西很好，但客服有欺骗行为，说好的用邮政，却给我用百世汇通，并且特慢，要跑到很远的地方去自提，总体来说，是一次很不好的购买经历！,0.0,1,True,正向文本标负向
5022,皮质看着不好粗糙，颜色不正说黄不黄说棕色不像，穿着有点感觉笨重！希望以后穿着质量还好！,1.0,-1,True,负向文本标正向
5026,刚买俩开包装发现一个钢化膜有裂痕！想退春节没快递一次很不满意的购物。手机框挺好就是钢化膜。。。,0.0,2,True,正向文本标负向
5028,不满意  做工太差了  不是怕麻烦我就退货了,0.0,1,True,正向文本标负向
